SignID,Sign Class,Sub Class,Color,Background Color,Legend Color,MUTCD Number,Orientation,Overall Cond,Shape,Sign Backing Material,Sign Sheeting,Sign Legend,Sign Height,Sign Length,Sign Width,Replace Year,Pole#,Alt Sign ID,Sign Rec #,X Coordinate,Y Coordinate
3013933,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,npes,92,18,12,2019,9486,1613,7158,1017384.214,1254519.565
3013934,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NO PARKING EITHER SIDE,84,18,12,2016,11030,1614,6716,1014750.023,1258766.75
3013935,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,NO PARKING EITHER SIDE,84,18,12,2016,11030,1615,6079,1021490.509,1250781.696
3013938,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np3t3,57,18,12,2019,13705,16,6810,1015842.962,1254237.803
3013939,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,84,18,12,2026,12821,17,7291,1021331.88,1248081.771
3013940,Warning,Dead End,Y,Yellow,Black,W14-2,S,Good,Diamond,Aluminum,HIP,NO OUTLET,0,30,30,2022,17053,18,8698,1021331.88,1248081.771
3013941,Other,,Y,,,,S,Good,,Aluminum,Other,Yellow black stripes,26,12,36,,10813,1557,2010,1016195.454,1250139.854
3013942,Other,,WHT,,,,S,Good,,Aluminum,Other,Yellow Black /stripes,26,12,36,,10813,1558,2032,1014970.329,1257642.702
3013943,Regulatory,Lane Use Control,WHT,White,Black,R3-7L,S,Good,Square,Aluminum,HIP,LEFT LANE MUST TURN LEFT,0,30,30,2022,14637,19,4029,1025327.433,1247916.005
3013945,Warning,,Y,,,,W,Good,,Aluminum,HIP,Highcross Road,72,12,24,2022,13918,20,9274,1022434.076,1254306.47
3013946,Warning,,Y,,,,E,Fair,,Aluminum,HIP,Myra Ridge,61,12,24,2023,17019,21,9262,1019538.994,1253724.071
3013947,Regulatory,Lane Use Control,WHT,White,Black,R3-7R,N,Good,Square,Aluminum,HIP,RIGHT LANE MUST TURN RIGHT,0,30,30,2029,10588,22,4073,1019538.994,1253724.071
3013948,Regulatory,Lane Use Control,WHT,White,Black,R3-7R,N,Good,Square,Aluminum,HIP,RIGHT LANE MUST TURN RIGHT,0,30,30,2029,10980,23,4076,1014327.842,1258519.174
3013949,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPHTC,78,18,12,2014,10489,24,7698,1014372.939,1257037.673
3013950,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NP 3-3 m-f except to permit holders info 3842346,58,18,12,2016,17122,30,4555,1019862.275,1254581.275
3013951,Regulatory,,WHT,,,,N,Good,,Aluminum,Other,NPHTC,74,18,12,,9935,31,4600,1016524.371,1251031.521
3013952,Warning,Non-Vehicular Traffic,Y,Yellow,Black,W11-2,S,Good,Diamond,Aluminum,HIP,PEDESTRIAN,0,30,30,2022,13858,32,8536,1016524.371,1251031.521
3013953,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPBS,79,18,12,2014,16342,33,4375,1021978.706,1250666.647
3013954,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPBS,79,18,12,2014,14584,34,4475,1021978.706,1250666.647
3013955,Warning,Supplemental Information,Y,Yellow,Black,W16-7p,S,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2022,13858,35,8880,1021450.409,1252406.454
3013956,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPBS,79,18,12,2017,16668,36,4478,1031548.929,1254178.181
3013957,Warning,Non-Vehicular Traffic,Y,Yellow,Black,W11-2,N,Good,Diamond,Aluminum,HIP,PEDESTRIAN,0,30,30,2029,9897,37,8577,1015217.983,1255602.342
3013958,Warning,Supplemental Information,Y,Yellow,Black,W16-7p,N,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2029,9897,38,8884,1015217.983,1255602.342
3013959,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPBS,79,18,12,2017,14054,39,4680,1020264.562,1251750.6
3013960,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6taz,84,18,12,2020,15572,40,4394,1018205.773,1250677.03
3013961,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,S,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2019,13492,41,9133,1019453.408,1257247.832
3013962,Regulatory,,WHT,,,,SW,Good,,Aluminum,HIP,NPTSOS,93,18,12,2015,11994,42,7019,1019453.408,1257247.832
3013963,Regulatory,Traffic Flow,RD,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2022,10634,43,2674,1019453.408,1257247.832
3013964,School,,WHT,,,,W,Good,,Aluminum,HIP,S RACE ST,102,6,30,2022,12863,44,8075,1028582.869,1254807.646
3013965,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,14564,1,2328,1028582.869,1254807.646
3013966,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,16824,1516,3147,1023399.062,1252482.447
3013967,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,8852,1517,2609,1020998.919,1261827.808
3013968,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2023,10316,45,2605,1020998.919,1261827.808
3013969,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,11277,46,3185,1014806.283,1254966.101
3013971,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,12686,1518,3245,1020178.129,1251494.176
3013972,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,14588,1519,2492,1020178.129,1251494.176
3013973,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,9276,1520,3322,1017273.677,1268242.072
3013974,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,12202,1521,2336,1017273.677,1268242.072
3013975,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,16004,1522,2560,1017608.244,1249996.227
3013977,Regulatory,Traffic Flow,RD,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2022,10152,1523,2612,1016583.189,1255183.174
3013978,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2020,10445,1524,2807,1018153.157,1253681.478
3013979,Warning,Turn and Curve,Y,Yellow,Black,W1-6,S,Good,Diamond,Aluminum,HIP,ONE-DIRECTION LARGE ARROW,0,48,24,2022,14473,1525,8769,1019718.971,1254866.997
3013980,Directional,,WHT,,,,N,Good,,Aluminum,HIP,E CALIFORNIA AV,102,6,36,2029,10631,1526,1660,1021775.292,1254043.947
3013981,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,11260,1527,2388,1021775.292,1254043.947
3013982,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Critical,Octagon,Aluminum,HIP,STOP,0,30,30,2019,13308,1528,2977,1016512.312,1252021.816
3013983,Regulatory,Traffic Flow,RD,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2022,11801,1529,2885,1016862.209,1250023.303
3013984,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,13764,1530,2984,1016132.464,1257630.347
3013985,Regulatory,,WHT,,,,SE,Good,,Aluminum,HIP,NPTSOS,79,18,12,2015,15974,1531,6657,1016779.189,1252024.859
3013986,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np3t3,80,18,12,2020,13347,1532,4603,1018672.076,1255326.54
3013987,School,,Y,Green,Black,S1-1,S,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2022,13775,1533,7890,1022996.953,1253773.907
3013988,School,,Y,Green,Black,S1-1,N,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2029,13775,1534,7928,1018819.437,1251057.27
3013989,Warning,Supplemental Information,Y,Yellow,Black,W16-7p,S,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2022,13775,1535,8857,1018819.437,1251057.27
3013990,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,14902,1536,2448,1022131.199,1253790.664
3013992,Warning,Supplemental Information,Y,Yellow,Black,W16-7p,N,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2029,13775,1537,8781,1022131.199,1253790.664
3013993,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NPHTC,90,18,12,2019,14302,1538,7465,1022131.199,1253790.664
3013994,Warning,Intersection,Y,Yellow,Black,W4-4p,S,Good,Rectangle,Aluminum,HIP,CROSS TRAFFIC DOES NOT STOP (PLAQUE),0,24,12,2022,13764,1539,9227,1018235.163,1253716.186
3013995,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,NPAT,80,18,12,2016,10491,1616,4635,1018235.163,1253716.186
3013996,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NPAT,80,18,12,2016,9236,1617,4439,1018235.163,1253716.186
3013997,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NPAT,80,18,12,2016,12843,1618,4676,1019451.791,1254663.186
3013998,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,NPAT,79,18,12,2016,10479,1619,4630,1019451.791,1254663.186
3013999,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NPAT,80,18,12,2016,10697,1620,4581,1020904.663,1249736.959
3014000,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,12138,1540,3005,1020904.663,1249736.959
3014001,Directional,,WHT,,,,S,Good,,Aluminum,HIP,E MAIN ST,102,6,30,2026,9905,1541,1652,1019525.733,1253074.962
3014002,Directional,,WHT,,,,W,Good,,Aluminum,HIP,PFEFFER RD,102,6,30,2026,9905,1542,1177,1020215.328,1257506.071
3014003,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,16479,1543,2386,1017548.635,1250562.27
3014004,Regulatory,,Other,,,,W,Good,,Aluminum,HIP,4-way,78,6,12,,16479,1544,3360,1017548.635,1250562.27
3014005,Other,,RD,,,,E,Good,,Aluminum,HIP,reflectors,60,24,24,2016,14282,47,2065,1017495.573,1251813.713
3014006,Other,,RD,,,,E,Good,,Aluminum,HIP,reflectors,60,24,24,2016,16534,48,2058,1014460.365,1263597.829
3014007,Warning,,Y,,,,SE,Good,,Aluminum,HIP,left chevron,77,24,18,2022,16683,49,9055,1030551.276,1255199.947
3014008,Warning,,Y,,,,W,Good,,Aluminum,HIP,right chevron,77,24,18,2022,16683,50,9075,1013735.611,1258794.589
3014009,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,16618,51,2778,1026001.133,1256583.463
3014011,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,16505,52,2858,1023876.643,1252405.279
3014012,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,All Way,78,9,24,2019,16505,53,3575,1023876.643,1252405.279
3014013,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,14298,54,2518,1016755.415,1255581.638
3014014,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,All Way,78,9,18,2019,14298,55,3363,1016524.741,1252022.91
3014015,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPPTSOS,80,18,12,2014,11172,56,4489,1016524.741,1252022.91
3014016,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,84,18,12,2014,16634,57,7672,1023429.203,1254370.092
3014017,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,84,18,12,2014,11061,58,4584,1023429.203,1254370.092
3014018,Regulatory,,WHT,,,,S,Good,,Aluminum,Other,NPTSOS,84,18,12,,9176,59,4706,1021667.056,1246664.382
3014019,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,84,18,12,2026,14201,60,4684,1017877.475,1252371.552
3014020,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,77,18,12,2017,17023,61,4734,1022962.572,1254355.846
3014021,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,84,18,12,2017,12941,62,4731,1022962.572,1254355.846
3014022,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,84,18,12,2017,8601,63,4659,1019775.791,1253418.044
3014023,Regulatory,,WHT,,,,N,Good,,Aluminum,Other,NPTSOS,84,18,12,,16966,64,4426,1019775.791,1253418.044
3014024,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,84,18,12,2026,13011,65,4559,1023429.267,1254191.042
3014025,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,84,18,12,2026,11334,66,4468,1021818.832,1253051.016
3014026,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPTSOS,84,18,12,2017,11986,67,4467,1018544.116,1252375.205
3014027,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,9208,1545,2665,1014422.03,1253205.496
3014028,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,14523,1546,2403,1020516.388,1252437.821
3014029,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,Speed Limit 45,82,30,24,2022,13045,1547,3888,1020516.388,1252437.821
3014030,Informational,Bicycle Traffic,GR,Green,White,D1-1c,N,Good,Rectangle,Aluminum,HIP,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,2029,16422,1548,248,1014886.256,1254121.263
3014031,Warning,Intersection,Y,Yellow,Black,W2-2,S,Good,Diamond,Aluminum,HIP,SIDE ROAD (PERPENDICULAR),0,30,30,2022,12938,1549,9094,1022450.193,1253420.892
3014032,Warning,Lane Use Control,Y,Yellow,Black,W14-3,N,Good,Triangle,Aluminum,HIP,NO PASSING ZONE (PENNANT),36,48,48,2029,9463,1550,8757,1019386.534,1249769.281
3014033,Warning,,Y,,,,N,Good,,Aluminum,HIP,Trails Dr,64,6,12,2029,14106,1551,8939,1019386.534,1249769.281
3014034,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,Speed Limit 45,79,30,24,2022,13048,1552,3883,1019386.534,1249769.281
3014035,Warning,Intersection,Y,Yellow,Black,W2-2,N,Good,Diamond,Aluminum,HIP,SIDE ROAD (PERPENDICULAR),0,30,30,2029,14106,1553,9092,1017503.077,1252400.895
3014036,Warning,Lane Use Control,Y,Yellow,Black,W14-3,S,Good,Triangle,Aluminum,HIP,NO PASSING ZONE (PENNANT),36,48,48,2022,12882,1554,8759,1023153.099,1252474.306
3014037,Warning,,Y,,,,S,Good,,Aluminum,HIP,Marc Tr,61,6,12,2022,12938,1555,8920,1023153.099,1252474.306
3014038,Other,,WHT,,,,W,Good,,Aluminum,HIP,"Urbana 41,250 Elevation - 730 ft.",84,24,30,2022,12129,1559,8366,1016152.418,1252010.922
3014040,Warning,,Y,,,,N,Good,,Aluminum,HIP,Watch for stopped traffic,60,36,36,2029,10453,1560,9269,1016152.418,1252010.922
3014041,Warning,,Y,,,,S,Good,,Aluminum,HIP,Watch for stopped traffic,78,36,36,2022,10535,1561,9265,1016152.418,1252010.922
3014042,Other,,WHT,,,,E,Good,,Aluminum,HIP,City of urbana adopt urbanahelping keep our city l,90,20,24,2023,13852,1562,11,1016152.418,1252010.922
3014043,Other,,WHT,,,,E,Good,,Aluminum,HIP,UIUC College of veterinary medicine,84,6,24,2023,13852,1563,32,1018710.158,1253392.754
3014044,Other,,WHT,,,,W,Good,,Aluminum,HIP,city of urbana adopturbana helping keep our city l,92,24,24,2019,15127,1577,13,1025684.877,1244389.266
3014045,Other,,WHT,,,,W,Good,,Aluminum,HIP,c-u mtd,86,6,30,2019,15127,1564,42,1018264.517,1254151.08
3014046,Other,,WHT,,,,E,Good,,Aluminum,HIP,C-U MTD,74,6,24,2019,14608,68,8400,1018264.517,1254151.08
3014047,Other,,WHT,,,,E,Good,,Aluminum,HIP,City of urbana adop urbana helping keep our city l,80,20,24,2019,14608,69,8435,1023910.21,1255064.832
3014048,Guide,,WHT,,,,W,Good,,Aluminum,HIP,I130,104,24,24,2022,12419,70,1801,1018303.916,1253936.683
3014049,Other,,WHT,,,,W,Good,,Aluminum,HIP,CU IA5 Rotary,89,6,24,2022,12587,71,6,1014747.187,1259097.31
3014050,Other,,WHT,,,,W,Good,,Aluminum,HIP,Adopt urbana,96,20,24,2022,12587,72,23,1014747.187,1259097.31
3014051,Regulatory,Lane Use Control,WHT,White,Black,R4-7b,W,Good,Rectangle,Aluminum,Other,KEEP RIGHT WITH OBLIQUE ARROW,0,24,30,,9186,73,4126,1014747.187,1259097.31
3014053,Regulatory,Turn Prohibition,WHT,White,Red,R3-2,SW,Good,Square,Aluminum,HIP,NO LEFT TURN,0,24,24,2019,14126,74,4020,1014747.187,1259097.31
3014054,Regulatory,Turn Prohibition,WHT,White,Red,R3-2,N,Good,Square,Aluminum,HIP,NO LEFT TURN,0,24,24,2026,14085,75,4013,1016725.109,1250277.314
3014055,Regulatory,Lane Use Control,WHT,White,Black,R4-7b,W,Good,Rectangle,Aluminum,HIP,KEEP RIGHT WITH OBLIQUE ARROW,0,24,30,2022,9489,77,4133,1021830.416,1262772.349
3014056,Regulatory,Lane Use Control,WHT,White,Black,R4-7b,E,Good,Rectangle,Aluminum,HIP,KEEP RIGHT WITH OBLIQUE ARROW,0,24,30,2023,11899,78,4135,1017043.011,1255524.455
3014057,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Speed limit 40,86,30,24,2022,15778,76,3879,1017043.011,1255524.455
3014059,Regulatory,Lane Use Control,WHT,White,Black,R3-9b,W,Good,Rectangle,Aluminum,HIP,TWO-WAY LEFT TURN ONLY (POST-MOUNTED),0,24,36,2022,13018,79,4098,1017043.011,1255524.455
3014060,Regulatory,Lane Use Control,WHT,White,Black,R4-7b,W,Good,Rectangle,Aluminum,HIP,KEEP RIGHT WITH OBLIQUE ARROW,0,24,30,2022,16846,80,4125,1015396.25,1250267.324
3014061,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Speed limit 40,90,30,24,2022,8704,81,3857,1015396.25,1250267.324
3014062,Regulatory,Lane Use Control,WHT,White,Black,R3-8b,W,Good,Rectangle,Aluminum,HIP,"ADVANCE INTERSECTION LANE CONTROL (LEFT, AHEAD, RIGHT)",0,0,30,2022,10131,1621,4091,1018129.008,1254872.158
3014063,Other,,Y,,,,N,Good,,Aluminum,Other,Dumping prohibited violators will be prosecuted fi,79,18,24,,12685,82,8361,1026117.577,1250712.315
3014064,Informational,,WHT,,,,N,Good,,Aluminum,HIP,"FRONTAGE, ROAD, ENTRANCE",90,30,30,2018,11221,83,1790,1024253.491,1244187.633
3014065,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,npes,92,18,12,2020,9486,84,6378,1025682.977,1251443.075
3014066,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,W,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2019,12002,85,9146,1018257.411,1255616.563
3014067,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,E,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2020,14848,86,9122,1017215.523,1254252.13
3014069,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,N,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2026,10511,1578,9136,1024191.927,1249717.64
3014070,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,S,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2019,15207,89,9111,1024191.927,1249717.64
3014071,Regulatory,Traffic Flow,WHT,Red,White,R1-1,W,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,9699,90,2710,1028868.74,1250465.339
3014072,Regulatory,,WHT,,,,NW,Good,,Aluminum,Other,No parking this side of street,86,18,12,,12653,91,4628,1023041.073,1255032.165
3014073,Regulatory,,WHT,,,,NW,Good,,Aluminum,HIP,No parking this side of street,81,18,12,2016,14558,92,4406,1018900.368,1251989.273
3014074,Regulatory,,WHT,,,,NW,Good,,Aluminum,HIP,No parking this side of street,94,18,12,2016,10481,93,4428,1014319.787,1258242.307
3014076,Regulatory,,WHT,,,,NW,Good,,Aluminum,HIP,No parking this side of street,81,18,12,2016,11142,94,4725,1016070.618,1257994.047
3014077,Regulatory,,WHT,,,,NW,Good,,Aluminum,HIP,No parking this side of street,79,18,12,2016,10741,95,4653,1016070.618,1257994.047
3014078,Regulatory,,WHT,,,,S,Good,,Aluminum,Other,No parking this side of street,42,18,12,,15428,96,4552,1019098.875,1252752.664
3014079,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,No parking this side of street,81,18,12,2017,15357,97,4690,1019098.875,1252752.664
3014080,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,No parking this side of street,82,18,12,2017,12000,98,4349,1024648.313,1249787.066
3014081,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,No parking this side of street,80,18,12,2017,12923,99,4508,1024648.313,1249787.066
3014082,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,No parking this side of street,78,18,12,2017,12085,100,4539,1020412.448,1248403.079
3014083,Other,,Y,,,,N,Good,,Aluminum,HIP,3-point turnaround,50,24,24,2029,9014,87,2066,1020412.448,1248403.079
3014088,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Speedlimit 35,84,30,24,2022,13533,1579,3838,1020827.09,1248374.04
3014089,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,NPAT,55,18,12,2017,12943,1580,4615,1020827.09,1248374.04
3014093,Warning,,Y,,,,E,Good,,Aluminum,HIP,Fire station,51,18,24,2023,13377,1581,9257,1016468.657,1258965.464
3014094,Regulatory,,WHT,,,,NE,Good,,Aluminum,HIP,NPTSOS,80,18,12,2016,11984,1622,4447,1016430.774,1258938.866
3014095,Warning,Vehicular Traffic,Y,Yellow,Black,W11-8,E,Good,Diamond,Aluminum,HIP,EMERGENCY VEHICLE,0,30,30,2023,13377,1630,8599,1016430.774,1258938.866
3014096,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,15046,1623,3105,1017440.951,1255480.074
3014097,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,No parking any time,60,18,12,2016,15904,1624,4697,1027648.167,1252121.481
3014098,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NPAT,62,18,12,2016,13030,1625,4358,1022773.692,1249857.056
3014100,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,NPTAZ,74,18,12,2016,10226,1631,4738,1018175.554,1250651.624
3014103,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Parallel parking only,81,18,12,2016,14762,1633,4381,1019187.948,1248234.78
3014104,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Parallel parking only,81,18,12,2016,16158,1634,4493,1017021.152,1260639.274
3014105,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Parallel parking only,81,18,12,2016,16747,1635,4576,1017021.152,1260639.274
3014106,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,Parallel parking only,84,18,12,2016,9087,1636,4681,1016741.565,1257347.609
3014107,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,Parallel parking only,82,18,12,2016,13715,1637,4723,1019068.079,1253846.48
3014108,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,Parallel parking only,83,18,12,2016,16796,13704,4341,1029266.793,1251080.56
3014109,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,Parallel parking only,87,18,12,2016,10423,102,4704,1018957.25,1243687.905
3014110,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,NPTSOS,82,18,12,2016,10258,103,4528,1018078.463,1254231.078
3014111,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,Notice parking a vehicle in excess of 72 hrs on an,71,36,30,2019,12612,104,4437,1017084.113,1258975.792
3014113,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,16309,105,2384,1024300.688,1241648.815
3014114,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,13848,106,2469,1024300.688,1241648.815
3014117,Regulatory,,WHT,,,,N,Fair,,Aluminum,HIP,All way,71,6,18,2026,16309,107,3378,1017876.711,1254314.594
3014118,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2019,13060,108,3217,1028366.164,1252441.978
3014119,Warning,Turn and Curve,Y,Yellow,Black,W1-2L,W,Good,Diamond,Aluminum,HIP,LEFT CURVE,0,36,36,2022,13241,109,8627,1019027.467,1244394.027
3014120,Regulatory,Traffic Flow,WHT,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2020,10270,110,2822,1019027.467,1244394.027
3014121,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,Speed limit 30,76,24,18,2023,13513,111,3810,1028282.346,1251062.865
3014122,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Speed limit 30,81,24,18,2022,12864,112,3690,1021922.938,1255061.524
3014123,Regulatory,,WHT,,,,W,Fair,,Aluminum,HIP,Speed limit 30,78,24,18,2022,11019,113,3789,1024394.952,1256757.737
3014124,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,16520,114,2915,1019375.969,1258864.014
3014125,Warning,,Y,,,,W,Good,,Aluminum,HIP,20 mph,55,18,18,2022,13241,115,8654,1014130.701,1255014.513
3014126,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,Speed limit 30,71,30,24,2022,10962,116,3802,1015735.902,1255765.649
3014127,Regulatory,Traffic Flow,RD,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2031,11114,117,2979,1017941.432,1250627.022
3014128,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,NPTSOS,89,18,12,2014,9312,118,7361,1019393.75,1249715.21
3014129,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2019,12671,119,2509,1014149.391,1266203.685
3014130,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,NPTAZ,76,18,12,2016,16182,120,4393,1013881.693,1254127.594
3014132,Directional,,WHT,,,,W,Good,,Aluminum,HIP,N BUSEY AV,1,6,30,2022,10506,121,483,1013881.693,1254127.594
3014134,School,,WHT,,,,N,Good,,Aluminum,HIP,W OHIO ST,1,14,30,2029,8615,122,8245,1016161.163,1249942.321
